persona_name,persona_archetype,question_id,question_category,run_number,brand,canonical,sentiment,rank,attributes,quote
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,1,Chick-fil-A,Chick-fil-A,positive,secondary,taste,"Chick-fil-A Honey Pepper Pimento Chicken Sandwich: This is seasonal, so might not be available, but people have been hyping it up. It’s basically their classic sandwich with a slightly sweet, cheesy topping."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,2,Panera,Panera Bread,positive,primary,"speed, consistency, variety, taste, convenience","Honestly, I usually stick to my regular spots—Panera, Chick-fil-A, and Wendy’s—since they’re fast and I know what I’m getting."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,2,Chick-fil-A,Chick-fil-A,positive,primary,"speed, consistency, taste, convenience, loyalty","Honestly, I usually stick to my regular spots—Panera, Chick-fil-A, and Wendy’s—since they’re fast and I know what I’m getting."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,2,Wendy’s,Wendy's,positive,primary,"speed, consistency, taste, convenience","Honestly, I usually stick to my regular spots—Panera, Chick-fil-A, and Wendy’s—since they’re fast and I know what I’m getting."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,2,Taco Bell,Taco Bell,positive,secondary,"innovation, portability, convenience","Taco Bell’s Crunchwrap Reboot: They keep rolling out new versions—one with grilled chicken and another with bacon. They’re handheld and not messy, which is good for eating in the car between stops."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,3,Wendy’s,Wendy's,positive,primary,"taste, variety, consistency","Wendy’s Ghost Pepper Chicken Sandwich or Fries: They brought these back, and if you like a little heat but nothing crazy, they’re a good way to switch things up from a regular spicy chicken sandwich. Still predictable, just with a bit of a twist."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,3,McDonald’s,McDonald's,positive,secondary,"innovation, quality, consistency",McDonald’s changes: They’re testing some new Quarter Pounder variations and have been improving the buns and making burgers juicier. Might be worth a try if you want the classics but slightly upgraded.
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,3,Chick-fil-A,Chick-fil-A,positive,secondary,"taste, innovation, app","Chick-fil-A’s Maple Pepper Bacon Sandwich: If you like sweet and savory, this got pretty good reviews. Not sure if it’ll make it to your location, but it’s worth checking the app."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,3,Taco Bell,Taco Bell,positive,secondary,"variety, health, portability","Taco Bell: They rotate “new” items all the time, but the Cantina Chicken menu is supposed to be a bit lighter, so you might not feel so bogged down after lunch. The Cantina Chicken Burrito or Soft Taco is solid and works well for on-the-go eating."
Marcus,Efficiency-Driven Professional,Q4_02,discovery_trend,3,Panera,Panera Bread,positive,secondary,"variety, quality","Panera’s Toasted Baguette Sandwiches: If you rotate Panera in, these are a newish warm option that feels a bit more filling than their usual stuff but not as heavy as pasta or soup."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,1,Culver’s,Culver's,positive,primary,"quality, service, speed, consistency, convenience, app","Culver’s (Midwest and a bit beyond): Their ButterBurgers are great, and the crinkle-cut fries are always hot. Service is quick and friendly, and you can order ahead easily with their app."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,1,Bojangles’,Bojangles',positive,secondary,"taste, speed, quality","Bojangles’ (Southeast): Known for their chicken and biscuits. If you’re into something a little spicy, their Cajun chicken is a solid pick. Drive-throughs move pretty fast for fresh food, and their tea’s legendary."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,1,In-N-Out,In-N-Out Burger,positive,secondary,"quality, speed, consistency","In-N-Out (California and a few other western states): Burgers and fries are basic but really well-done. Menu’s simple so lines move, and it doesn’t mess with your stomach the way some heavier fast food can."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,2,Culver’s,Culver's,positive,primary,"consistency, service, taste","people seem to lose their minds over Culver’s for the ButterBurgers and the cheese curds. Not exactly “light,” but everyone says the food is consistently good and the service is quick."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,2,In-N-Out,In-N-Out Burger,neutral,mentioned,"variety, speed","Out on the West Coast, you always hear about In-N-Out, but for my kind of lunch it’s not always fast enough and the menu is pretty simple."
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,2,Portillo’s,Portillo's,positive,secondary,"convenience, app",I actually think Portillo’s (Chicago and a few other states now) is worth it when I’m in the area just for the Italian beef or a hot dog — you can order ahead with their app and be in and out pretty quick.
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,3,Culver’s,Culver's,positive,primary,"taste, convenience","I’d probably go out of my way for a place like **Culver’s** (Midwest, their ButterBurgers and concrete mixers are famous)"
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,3,Portillo’s,Portillo's,positive,secondary,taste,"or **Portillo’s** (Chicago area, for Italian beef sandwiches and hot dogs)"
Marcus,Efficiency-Driven Professional,Q4_03,discovery_trend,3,Bojangles’,Bojangles',positive,secondary,taste,I’ve also heard **Bojangles’** (Southeast—famous for their chicken biscuits) is worth a stop if you’re nearby.
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,1,Chick-fil-A,Chick-fil-A,positive,primary,"app, deals, loyalty, convenience, speed","Order ahead through the app at your go-to places (like Chick-fil-A, McDonald's, or Taco Bell). Not only can you skip the line, but most apps have deals, points, and freebies."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,1,McDonald's,McDonald's,positive,primary,"app, deals, loyalty, convenience, speed, value, customization, freshness","Order ahead through the app at your go-to places (like Chick-fil-A, McDonald's, or Taco Bell). Not only can you skip the line, but most apps have deals, points, and freebies. Sometimes you’ll get a free drink or side just for using the app."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,1,Taco Bell,Taco Bell,positive,primary,"app, deals, loyalty, convenience, speed","Order ahead through the app at your go-to places (like Chick-fil-A, McDonald's, or Taco Bell)."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,1,Wendy’s,Wendy's,positive,secondary,"value, variety","For example, two McChicken sandwiches or a junior burger and small fries at Wendy’s."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,2,In-N-Out,In-N-Out Burger,positive,mentioned,"variety, innovation",like “protein style” at In-N-Out (lettuce wrap instead of a bun)
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,2,Starbucks,Starbucks,positive,mentioned,"variety, innovation",Starbucks and Chipotle are famous for these kinds of “secret” customizations.
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,2,Chipotle,Chipotle,positive,mentioned,"variety, innovation, value, protein",Starbucks and Chipotle are famous for these kinds of “secret” customizations.
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,2,McDonald’s,McDonald's,positive,mentioned,"app, deals, variety, innovation, value, convenience","At places like McDonald’s, you can add special items (like Big Mac sauce) to other sandwiches for cheap."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,2,Qdoba,Qdoba,positive,mentioned,"value, protein","Chipotle and Qdoba burritos or bowls can be huge—ask for a tortilla on the side if you get a bowl, then split the food into two meals (and they won’t charge more)."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,Chick-fil-A,Chick-fil-A,positive,primary,"app, deals, convenience, speed","Ordering ahead on the big chains’ apps (like Chick-fil-A, McDonald’s, Wendy’s) can save you a lot of waiting in the drive-thru, and they always have app-exclusive deals or points."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,McDonald’s,McDonald's,positive,primary,"app, deals, convenience, speed","Ordering ahead on the big chains’ apps (like Chick-fil-A, McDonald’s, Wendy’s) can save you a lot of waiting in the drive-thru, and they always have app-exclusive deals or points."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,Wendy’s,Wendy's,positive,primary,"app, deals, convenience, speed, value","Ordering ahead on the big chains’ apps (like Chick-fil-A, McDonald’s, Wendy’s) can save you a lot of waiting in the drive-thru, and they always have app-exclusive deals or points."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,Chipotle,Chipotle,positive,primary,"variety, value, customization","At Chipotle, you can usually double up on some toppings (like veggies, beans, or salsas) at no extra charge."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,Taco Bell,Taco Bell,positive,primary,"value, variety, customization","Some places, like Taco Bell or Wendy’s, have value menus where two or three smaller items cost less than a single combo meal but will fill you up just as well."
Marcus,Efficiency-Driven Professional,Q4_04,discovery_trend,3,In-N-Out,In-N-Out Burger,positive,mentioned,"customization, variety","some places have “off-menu” items if you ask (like “protein style” at In-N-Out, or “fresco style” at Taco Bell for less cheese/mayo)."
Marcus,Efficiency-Driven Professional,Q4_05,discovery_trend,1,Taco Bell,Taco Bell,positive,primary,"taste, convenience, portability, value, consistency",Taco Bell just brought out their Cantina Chicken Menu not too long ago—I've tried the Cantina Chicken Burrito and it’s solid for a lunch on the go.
Marcus,Efficiency-Driven Professional,Q4_05,discovery_trend,2,Wendy’s,Wendy's,positive,primary,"taste, value, convenience, app","Yeah, I just tried the new Chicken Sandwich from Wendy’s — the Classic BLT Chicken."
Marcus,Efficiency-Driven Professional,Q4_05,discovery_trend,3,Wendy’s,Wendy's,positive,primary,"innovation, taste, convenience, portability, value","Yeah, I actually tried the new **Wendy’s Saucy Nuggs** last week—they just launched them recently. ... The sauce is mixed right in, so you don’t have to mess around with dipping packets while you’re driving or working at your desk."
Marcus,Efficiency-Driven Professional,Q4_05,discovery_trend,3,Chick-fil-A,Chick-fil-A,positive,secondary,"innovation, taste","Also, I noticed that **Chick-fil-A** added a new **Maple Pepper Bacon Sandwich**—haven’t tried it yet but a coworker said it’s pretty solid if you want something a little different from their usual (and not super heavy)."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,1,Panera Bread,Panera Bread,positive,primary,"variety, health, convenience, app","Think Panera Bread, Chipotle, or Chick-fil-A. These places usually have vegetarian, vegan, gluten-free, low-carb, and traditional options."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,1,Chipotle,Chipotle,positive,primary,"variety, health, convenience, app","Think Panera Bread, Chipotle, or Chick-fil-A. These places usually have vegetarian, vegan, gluten-free, low-carb, and traditional options."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,1,Chick-fil-A,Chick-fil-A,positive,secondary,"variety, convenience, app","Think Panera Bread, Chipotle, or Chick-fil-A. These places usually have vegetarian, vegan, gluten-free, low-carb, and traditional options."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,1,Noodles & Company,Noodles & Company,positive,secondary,"variety, convenience","Noodles & Company: Pastas, zoodles, salads, and both veggie & meat options."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,1,MOD Pizza,MOD Pizza,positive,secondary,"variety, convenience",MOD Pizza: Individual customizable pizzas—including gluten-free and vegan cheese if you need those.
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,2,Panera,Panera Bread,positive,primary,"speed, consistency, variety, convenience, health, service, app","somewhere like Panera, Chipotle, or even Subway. All of them have easy online ordering, and their menus cater to a bunch of dietary preferences: vegetarian, vegan, gluten-free, and so on. Plus, they’re used to big orders and rarely get them wrong."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,2,Chipotle,Chipotle,positive,primary,"speed, consistency, variety, convenience, protein, health, service, app","somewhere like Panera, Chipotle, or even Subway. All of them have easy online ordering, and their menus cater to a bunch of dietary preferences: vegetarian, vegan, gluten-free, and so on. Plus, they’re used to big orders and rarely get them wrong."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,2,Subway,Subway,positive,primary,"speed, consistency, variety, convenience, health, service, app","somewhere like Panera, Chipotle, or even Subway. All of them have easy online ordering, and their menus cater to a bunch of dietary preferences: vegetarian, vegan, gluten-free, and so on. Plus, they’re used to big orders and rarely get them wrong."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,2,Jersey Mike’s,Jersey Mike's,positive,secondary,"variety, convenience, protein","Subway or Jersey Mike’s: Customizable sandwiches and salads, with simple ingredient choices and lots of topping options."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,3,Panera Bread,Panera Bread,positive,primary,"variety, convenience, app, loyalty, consistency, family-friendly","Panera Bread comes to mind first: - They’ve got salads, sandwiches, soups, grain bowls, and both meat and vegetarian options. - Pretty reliable, and I already have a loyalty account there. - Their app makes group orders easy—you can share the link and everyone picks their own stuff."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,3,Chipotle,Chipotle,positive,secondary,"variety, convenience, app, speed, customizability, health","Chipotle is another good bet: - Lots of customizability—meat, vegetarian, vegan, dairy-free, gluten-free all possible. - App or website group orders are smooth, and pickup’s quick."
Marcus,Efficiency-Driven Professional,Q5_01,strategic_planning,3,Subway,Subway,positive,mentioned,"variety, consistency, convenience","If I’m feeling extra efficient or folks don’t want the usual, Subway isn’t a bad option—it’s predictable, has a big menu, and people can make what fits their preferences."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,1,Chick-fil-A,Chick-fil-A,positive,primary,"protein, app, convenience, portability, quality","Chick-fil-A: Grilled chicken sandwich or grilled nuggets with a fruit cup or side salad. It’s filling but not greasy, and the protein helps after a workout."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,1,Panera,Panera Bread,positive,secondary,"variety, quality, app, convenience",Panera: Turkey sandwich (go for whole grain bread) or one of their lighter “You Pick Two” combos—half a sandwich and a cup of soup. Their options feel a little less like classic fast food.
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,1,Subway,Subway,positive,secondary,"speed, consistency, app, convenience, protein","Subway: Six-inch turkey or chicken breast sub, pile on the veggies, skip the creamy sauces. It's fast, reliable, and not overly heavy."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,2,Chick-fil-A,Chick-fil-A,positive,primary,"quality, health, speed, app, convenience","Chick-fil-A is a go-to for me. Their grilled chicken sandwich is solid—not fried, so it feels a little lighter, and still has good flavor. ... Their app makes ordering and pickup fast, so I’m not waiting around."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,2,Chipotle,Chipotle,positive,secondary,"quality, protein, speed, convenience","Chipotle is also reliable if I want something with a bit more substance. I’ll do a bowl with grilled chicken or steak, rice, beans, some salsa, maybe a little cheese—easy on the extras. It’s quick to order ahead for pickup."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,2,Panera Bread,Panera Bread,positive,secondary,"variety, convenience",Panera Bread has their new Teriyaki Chicken & Broccoli Bowl or a Turkey Sandwich I can grab with an apple as a side.
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,3,Chick-fil-A,Chick-fil-A,positive,primary,"protein, speed, taste, convenience","a grilled chicken sandwich from Chick-fil-A or Wendy’s is pretty reliable. It’s got some protein, not as heavy as a burger, and I can grab a fruit cup or a side salad instead of fries if I want to keep it a bit lighter."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,3,Wendy’s,Wendy's,positive,primary,"protein, speed, taste, convenience","a grilled chicken sandwich from Chick-fil-A or Wendy’s is pretty reliable. It’s got some protein, not as heavy as a burger, and I can grab a fruit cup or a side salad instead of fries if I want to keep it a bit lighter."
Marcus,Efficiency-Driven Professional,Q5_02,strategic_planning,3,Subway,Subway,positive,secondary,"protein, health, convenience, app","Subway works too if I’m near one—I’ll go for a 6-inch turkey or chicken sub with plenty of veggies. It’s easy to order ahead in the app and just run in to grab it, plus it doesn’t leave me in a food coma."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,1,Panera Bread,Panera Bread,positive,primary,"speed, consistency, app, convenience, health, variety","Panera Bread
- Why it fits: Fast, predictable, and pretty quick if you use their app/order ahead."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,1,Chick-fil-A,Chick-fil-A,positive,secondary,"speed, consistency, quality, service, app, loyalty, convenience","Chick-fil-A
- Why it fits: Super efficient drive-thru, reliable quality, and robust rewards app."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,1,Jersey Mike’s,Jersey Mike's,positive,secondary,"speed, variety, convenience, protein","Jersey Mike’s
- Why it fits: Quick, customizable subs you can order ahead."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,2,Panera Bread,Panera Bread,positive,primary,"speed, consistency, convenience, app, loyalty, quality, variety","Panera Bread stands out. They’ve got rapid pick-up, a pretty reliable app, and locations usually aren’t as much of a madhouse at lunch rush as some burger joints."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,3,Panera Bread,Panera Bread,positive,primary,"app, loyalty, speed, consistency, quality, health, variety, taste, convenience","Panera Bread is a solid bet. Good app, fast service (especially with Rapid Pick-Up), and enough lighter options that I won’t feel bogged down for the rest of the workday."
Marcus,Efficiency-Driven Professional,Q5_03,strategic_planning,3,Chick-fil-A,Chick-fil-A,positive,secondary,"speed, app, convenience, health","Chick-fil-A is always super-efficient with their drive-thru and app, and their grilled chicken sandwich with a fruit cup hits the sweet spot of fast and lighter than fried options."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,1,Chick-fil-A,Chick-fil-A,positive,primary,"speed, consistency, quality, health, convenience, app, service","Chick-fil-A is good because their grilled chicken options (like the Grilled Chicken Sandwich or Grilled Nuggets) are solid—not greasy, pretty filling, and don’t have that heavy after-meal feeling. You can grab a fruit cup or a side salad instead of fries, too. Their mobile app is slick and drive-thru is reliable."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,1,Subway,Subway,positive,secondary,"health, variety, convenience, app","Subway works if you want something lighter. You can customize a sandwich or salad, load up on veggies, and keep it reasonable on calories. They’re in most places, and ordering ahead on the app is easy."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,2,Chick-fil-A,Chick-fil-A,positive,primary,"health, speed, consistency, quality, app, loyalty","I’d recommend **Chick-fil-A**. I rotate through a couple chains for lunch, and Chick-fil-A is reliable, quick, and has healthier options that don’t feel like you’re sacrificing too much. Their grilled chicken sandwiches or nuggets are solid, and you can pair them with a side of fruit or a salad instead of fries. The portion sizes aren’t huge, so I don’t end up feeling sluggish after lunch, and their app is easy to use for mobile ordering and rewards."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,2,Panera Bread,Panera Bread,positive,secondary,"variety, health, convenience, app, loyalty, quality","Another good option I usually go with is **Panera Bread**. They have drive-thru locations in my area, and their menu has a mix of sandwiches, salads, and bowls. If you stick to their “You Pick Two” combo with a soup and a half-salad or half-sandwich, it’s filling but not heavy. It’s usually just at the higher end of my budget, but I think it’s worth it when I want something a bit lighter."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,3,Chick-fil-A,Chick-fil-A,positive,primary,"health, convenience, speed, consistency, app","I'd recommend Chick-fil-A. They've got grilled chicken options, like the Grilled Chicken Sandwich or Grilled Nuggets, which don't leave you feeling weighed down during a busy workday. Their side salad or fruit cup is a decent substitute if you want to skip fries now and then. Plus, Chick-fil-A's app is straightforward for mobile ordering and their drive-thru is usually quick and reliable—which is key when lunch has to fit between meetings."
Marcus,Efficiency-Driven Professional,Q5_04,strategic_planning,3,Panera Bread,Panera Bread,positive,secondary,"health, variety, protein, convenience, app","Another solid choice is Panera Bread. They offer salads and several bowls with protein and veggies, and you can customize orders pretty easily. Their app is one of the best for advance ordering, and curbside pickup keeps things efficient."
Marcus,Efficiency-Driven Professional,Q5_05,strategic_planning,1,Culver’s,Culver's,positive,primary,"consistency, speed, service, quality, loyalty, variety, app","Honestly, I think Culver’s doesn’t get talked about as much as it should. They’re mostly in the Midwest, so maybe that’s why, but I like how their food is always really consistent and you can get in and out pretty quickly with their drive-through. Their burgers are solid, and I’ve never had issues with mistakes or wrong orders there—always reliable, which to me is huge when I’m short on time during lunch. Plus, their loyalty app is easy to use, and they’re one of the few chains where I don’t mind branching out a little and grabbing a chicken sandwich or even their fish. And I never feel super weighed down after eating there. So yeah, Culver’s is surprisingly good, in my book."
Marcus,Efficiency-Driven Professional,Q5_05,strategic_planning,2,Arby’s,Arby's,positive,primary,"variety, taste, app, speed, consistency","Honestly, I think Arby’s is pretty underrated. Most people I know don’t put it on their regular rotation or seem to forget about it, but it’s actually a solid option—especially if you want something different from the usual burgers and fries."
Marcus,Efficiency-Driven Professional,Q5_05,strategic_planning,3,Arby’s,Arby's,positive,primary,"speed, consistency, variety, taste, app, convenience","But if I had to pick an underrated option, I’d say Arby’s. People forget about it with all the burger and taco chains everywhere, but Arby’s has a pretty broad menu. Their roast beef sandwiches are solid, the curly fries are always on point, and they usually get your order right. Plus, their mobile app pickup is reliable—never had an order missing anything. It’s not flashy, but in terms of speed, consistency, and not leaving you feeling weighed down after, Arby’s deserves more credit than it gets."
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,1,Panera Bread,Panera Bread,positive,primary,"convenience, quality, variety, health","Fresh ingredients, lots of veggie options, and clearer nutrition info."
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,1,Chick-fil-A,Chick-fil-A,positive,secondary,"health, quality, convenience",Simple ingredients; grilled options are lower in processed stuff and fat.
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,1,Chipotle,Chipotle,positive,secondary,"variety, health, quality, convenience","You can customize and load up the veggies/beans, while skipping sour cream and cheese if you want to keep it lighter."
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,1,Subway,Subway,positive,secondary,"variety, health, convenience","Easy to control ingredients, plenty of veggie options."
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,1,Starbucks,Starbucks,positive,secondary,"convenience, protein, health","Pre-portioned and balanced, with clean labels."
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,2,Chick-fil-A,Chick-fil-A,positive,primary,"quality, health, taste, protein, convenience","Chick-fil-A: Grilled chicken sandwich or grilled nuggets, fruit cup, and maybe a small side salad - Their lemonade feels like a treat!"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,2,Panera Bread,Panera Bread,positive,primary,"variety, health, quality, taste","Panera Bread: You Pick Two: half a turkey sandwich, cup of soup (broccoli cheddar is a go-to), or a salad - Apple or baguette on the side (I almost always grab the apple)"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,2,Subway,Subway,positive,primary,"health, variety, convenience, portability",Subway: 6-inch sub (rotisserie-style chicken or turkey breast with lots of veggies) - Baked chips or apples as a side - Easy to eat on the go
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,2,Starbucks,Starbucks,positive,primary,"protein, convenience, quality","Starbucks: Protein Box (the eggs and cheese one is surprisingly filling) - Or a turkey and swiss sandwich, which isn’t too heavy"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,2,Chipotle,Chipotle,positive,primary,"quality, health, protein, variety","Chipotle: Burrito bowl with brown rice, chicken, fajita veggies, beans, and salsa - Skip the cheese/sour cream if you want to lighten it up a bit"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,3,Chick-fil-A,Chick-fil-A,positive,primary,"quality, protein, family-friendly, health, variety, convenience","Chick-fil-A (they have grilled options, fruit sides, and clear nutrition info)"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,3,Panera Bread,Panera Bread,positive,secondary,"quality, variety, family-friendly, health","Panera Bread (look for their You Pick Two: soup & half sandwich, with apple or bag of chips)"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,3,Chipotle,Chipotle,positive,secondary,"quality, variety, protein, family-friendly, health","Chipotle or Qdoba (a kids' build-your-own meal—rice, beans, grilled chicken, some cheese & salsa)"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,3,Qdoba,Qdoba,positive,secondary,"quality, variety, protein, family-friendly, health","Chipotle or Qdoba (a kids' build-your-own meal—rice, beans, grilled chicken, some cheese & salsa)"
Jenna,Nutrition-Conscious Parent,Q1_01,spontaneous_occasion,3,Subway,Subway,positive,secondary,"variety, health, family-friendly, convenience","Subway (you can load up a sandwich with veggies, whole wheat bread, and opt for a mini sub or half portion for kids)"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Panera Bread,Panera Bread,positive,primary,"variety, family-friendly, health",I usually look for places like Panera Bread (their kids’ menu and “You Pick Two” are decent)
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Chick-fil-A,Chick-fil-A,positive,primary,"variety, family-friendly, health",Chick-fil-A (the grilled nuggets and fruit cup are a plus)
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Wendy’s,Wendy's,positive,primary,"variety, family-friendly, health",Wendy’s (grilled chicken wraps or a baked potato)
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Chipotle,Chipotle,positive,primary,"variety, health, customization",Chipotle is good about listing what’s in everything (I love that you can customize bowls to keep it simpler for picky kids)
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Starbucks,Starbucks,positive,primary,"variety, protein, convenience",Starbucks isn’t just coffee—sometimes their protein boxes or the egg bites hit the spot!
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Domino’s,Domino's,neutral,secondary,"deals, family-friendly","many pizza chains (Domino’s, Papa John’s) have family meal deals"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Papa John’s,Papa John's,neutral,secondary,"deals, family-friendly","many pizza chains (Domino’s, Papa John’s) have family meal deals"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Kroger,Kroger,positive,secondary,"variety, convenience, health","grabbing things from a grocery store like Kroger, Publix, or even Target is my secret weapon"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Publix,Publix,positive,secondary,"variety, convenience, health","grabbing things from a grocery store like Kroger, Publix, or even Target is my secret weapon"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,1,Target,Target,positive,secondary,"variety, convenience, health","grabbing things from a grocery store like Kroger, Publix, or even Target is my secret weapon"
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,2,Chick-fil-A,Chick-fil-A,positive,primary,"quality, family-friendly, variety, taste, deals","Chick-fil-A  - *Why I like it:* Grilled nuggets (lower in fat) and fruit cups for sides. The kids’ meals have decent options, and their salads are actually tasty.  - *Family meal deal?* Yes, they have family meal bundles."
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,2,Panera Bread,Panera Bread,positive,secondary,"quality, variety, family-friendly, deals","Panera Bread  - *Why I like it:* Fresh salads, soup, mac & cheese, sandwiches—lots you can mix and match. Apple or yogurt sides for the kids instead of chips.  - *Family meal deal?* Recently, yes. You can usually get flatbread and soup/bread bundles for under $35."
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,2,Chipotle,Chipotle,positive,secondary,"variety, quality, family-friendly, deals","Chipotle/Moe’s/Qdoba  - *Why I like it:* Customizable bowls or burritos, can load up on veggies, get brown rice, beans for fiber. Kids’ quesadilla meals are usually a hit.  - *Family meal deal?* Chipotle now has a “family meal” option (build-your-own taco kits)."
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,2,Moe’s,Moe’s Southwest Grill,positive,secondary,"variety, quality, family-friendly","Chipotle/Moe’s/Qdoba  - *Why I like it:* Customizable bowls or burritos, can load up on veggies, get brown rice, beans for fiber. Kids’ quesadilla meals are usually a hit."
Jenna,Nutrition-Conscious Parent,Q1_02,spontaneous_occasion,2,Qdoba,Qdoba,positive,secondary,"variety, quality, family-friendly","Chipotle/Moe’s/Qdoba  - *Why I like it:* Customizable bowls or burritos, can load up on veggies, get brown rice, beans for fiber. Kids’ quesadilla meals are usually a hit."
